Voo,Origem,Destino,Tipo_Aviao,Partida,Chegada,Lugares_Executiva,Lugares_Economica,Lugares_Exec_Vendidos,Lugares_Econ_Vendidos
358,LIS,LHR,320,9/2/2009 17:35,9/2/2009 20:25,14,143,10,123
445,ORY,LIS,321,9/2/2009 17:35,9/2/2009 20:00,14,178,3,105
448,LIS,ORY,320,9/2/2009 17:45,9/2/2009 20:15,0,162,0,152
566,LIS,HAM,319,9/2/2009 17:45,9/2/2009 21:00,15,113,0,63
836,LIS,FCO,320,9/2/2009 17:55,9/2/2009 20:50,0,162,0,151
928,LIS,ZRH,319,9/2/2009 18:00,9/2/2009 20:50,15,113,0,51
552,LIS,MUC,320,9/2/2009 18:05,9/2/2009 21:15,14,143,0,119
578,LIS,FRA,319,9/2/2009 18:10,9/2/2009 21:15,15,113,1,86
662,LIS,AMS,320,9/2/2009 18:20,9/2/2009 21:15,15,113,0,73
458,OPO,ORY,319,9/2/2009 18:30,9/2/2009 20:40,15,113,15,113
455,ORY,OPO,319,9/2/2009 18:35,9/2/2009 20:40,15,113,0,58
1664,FNC,LIS,320,9/2/2009 18:35,9/2/2009 20:10,14,143,13,144
147,LIS,NAT,332,9/2/2009 18:40,9/3/2009 2:05,24,239,4,73
721,MAD,LIS,319,9/2/2009 18:40,9/2/2009 19:55,15,113,3,34
741,BCN,LIS,319,9/2/2009 18:40,9/2/2009 20:40,15,113,2,90
618,LIS,BRU,319,9/2/2009 18:45,9/2/2009 21:30,15,113,0,74
826,LIS,LIN,320,9/2/2009 18:50,9/2/2009 21:30,14,143,1,130
942,LIS,GVA,319,9/2/2009 18:50,9/2/2009 21:15,15,113,2,72
362,LIS,LHR,320,9/2/2009 18:55,9/2/2009 21:45,14,143,8,134
724,LIS,MAD,319,9/2/2009 19:05,9/2/2009 20:20,15,113,2,43
740,LIS,BCN,319,9/2/2009 19:05,9/2/2009 20:55,14,143,4,79
138,CNF,LIS,332,9/2/2009 20:00,9/3/2009 5:15,24,239,13,205
1684,FNC,LIS,319,9/2/2009 20:00,9/2/2009 21:35,15,113,2,113
172,BSB,LIS,332,9/2/2009 20:05,9/3/2009 5:20,24,244,18,224
196,GRU,LIS,332,9/2/2009 20:10,9/3/2009 5:55,24,244,24,224
180,GIG,LIS,343,9/2/2009 20:20,9/3/2009 5:55,36,232,27,228
156,SSA,LIS,332,9/2/2009 20:25,9/3/2009 4:40,24,239,10,224
1685,LIS,FNC,319,9/2/2009 20:45,9/2/2009 22:35,15,113,0,76
1828,TER,LIS,320,9/2/2009 20:45,9/2/2009 22:59,14,143,0,96
1982,LIS,OPO,319,9/2/2009 20:45,9/2/2009 21:40,15,113,5,67
124,CCS,OPO,332,9/2/2009 20:50,9/3/2009 5:20,24,244,19,209
205,LIS,OXB,319,9/2/2009 21:00,9/3/2009 1:10,15,113,4,74
209,LIS,DKR,321,9/2/2009 21:00,9/3/2009 1:10,14,178,1,90
215,LIS,RAI,320,9/2/2009 21:10,9/3/2009 1:20,14,143,3,50
217,LIS,SID,320,9/2/2009 21:10,9/3/2009 1:15,14,140,0,25
257,LIS,LAD,343,9/2/2009 21:10,9/3/2009 4:50,36,232,22,215
516,LIS,HEL,320,9/2/2009 21:20,9/3/2009 2:00,14,143,0,57
1581,OPO,FNC,319,9/2/2009 21:25,9/2/2009 23:25,15,113,5,113
1917,LIS,FAO,319,9/2/2009 21:25,9/2/2009 22:10,15,113,1,55
1693,LIS,FNC,319,9/2/2009 21:35,9/2/2009 23:25,15,113,0,67
184,GIG,OPO,332,9/2/2009 21:45,9/3/2009 7:50,24,239,15,201
104,EWR,LIS,343,9/2/2009 22:00,9/3/2009 5:15,36,232,16,108
164,FOR,LIS,332,9/2/2009 23:00,9/3/2009 6:00,24,239,19,202
194,GRU,LIS,332,9/3/2009 1:50,9/3/2009 11:35,24,239,20,236
200,OXB,LIS,319,9/3/2009 2:05,9/3/2009 6:05,15,113,2,89
210,DKR,LIS,321,9/3/2009 2:10,9/3/2009 6:05,14,178,5,176
152,REC,LIS,332,9/3/2009 2:50,9/3/2009 10:20,24,244,13,167
148,NAT,LIS,332,9/3/2009 3:40,9/3/2009 10:55,24,239,11,172
835,FCO,LIS,320,9/3/2009 4:20,9/3/2009 7:20,14,143,2,117
611,BRU,LIS,319,9/3/2009 4:25,9/3/2009 7:05,15,113,0,83
667,AMS,LIS,320,9/3/2009 4:25,9/3/2009 7:25,15,113,0,100
751,BCN,LIS,319,9/3/2009 4:35,9/3/2009 6:35,14,143,2,73
829,LIN,LIS,320,9/3/2009 4:35,9/3/2009 7:25,14,143,2,87
429,CDG,LIS,319,9/3/2009 4:55,9/3/2009 7:25,15,113,2,33
459,ORY,OPO,319,9/3/2009 5:00,9/3/2009 7:05,15,113,1,42
1602,FNC,LIS,319,9/3/2009 5:00,9/3/2009 6:35,0,132,0,126
1951,OPO,LIS,320,9/3/2009 5:05,9/3/2009 6:00,14,143,6,127
1948,LIS,OPO,319,9/3/2009 5:10,9/3/2009 6:05,15,113,1,1
1900,FAO,LIS,319,9/3/2009 5:15,9/3/2009 6:00,15,113,0,88
464,OPO,ORY,319,9/3/2009 6:05,9/3/2009 8:10,15,113,14,110
711,MAD,LIS,319,9/3/2009 6:05,9/3/2009 7:20,15,113,0,61
1572,FNC,OPO,319,9/3/2009 6:05,9/3/2009 8:00,15,113,3,102
604,LIS,BRU,319,9/3/2009 6:15,9/3/2009 9:00,15,113,3,88
834,LIS,FCO,320,9/3/2009 6:15,9/3/2009 9:10,14,143,2,124
424,LIS,CDG,320,9/3/2009 6:20,9/3/2009 8:55,14,143,2,133
1604,FNC,LIS,319,9/3/2009 6:40,9/3/2009 8:15,15,113,9,113
354,LIS,LHR,321,9/3/2009 6:45,9/3/2009 9:35,14,178,1,152
1953,OPO,LIS,319,9/3/2009 6:45,9/3/2009 7:40,15,113,7,100
432,LIS,ORY,321,9/3/2009 6:55,9/3/2009 9:25,14,178,5,167
668,LIS,AMS,319,9/3/2009 6:55,9/3/2009 9:45,15,113,3,69
920,LIS,ZRH,319,9/3/2009 6:55,9/3/2009 9:40,15,113,1,57
806,LIS,MXP,320,9/3/2009 7:00,9/3/2009 9:35,14,143,5,134
1843,LIS,HOR,320,9/3/2009 7:00,9/3/2009 9:45,14,143,1,83
856,LIS,BLQ,321,9/3/2009 7:05,9/3/2009 9:50,14,178,2,161
1952,LIS,OPO,320,9/3/2009 7:10,9/3/2009 8:05,14,143,14,99
1609,LIS,FNC,319,9/3/2009 7:25,9/3/2009 9:10,0,132,0,107
570,LIS,FRA,319,9/3/2009 7:35,9/3/2009 10:40,15,113,6,88
1821,LIS,TER,320,9/3/2009 7:45,9/3/2009 10:25,14,143,5,71
946,LIS,GVA,319,9/3/2009 7:50,9/3/2009 10:15,15,113,7,81
1573,OPO,FNC,319,9/3/2009 7:50,9/3/2009 9:50,15,113,3,100
500,LIS,ARN,319,9/3/2009 8:05,9/3/2009 12:25,15,113,2,25
746,LIS,BCN,319,9/3/2009 8:05,9/3/2009 9:55,15,113,2,103
530,LIS,PRG,320,9/3/2009 8:10,9/3/2009 11:30,14,143,0,88
712,LIS,MAD,319,9/3/2009 8:10,9/3/2009 9:20,15,113,6,85
1615,LIS,FNC,319,9/3/2009 8:15,9/3/2009 10:05,15,113,4,98
3817,LIS,PIX,320,9/3/2009 8:15,9/3/2009 11:10,0,162,0,65
191,LIS,GRU,332,9/3/2009 8:25,9/3/2009 18:40,24,244,13,158
504,LIS,CPH,319,9/3/2009 8:25,9/3/2009 12:10,15,113,3,71
506,LIS,OSL,320,9/3/2009 8:25,9/3/2009 12:25,15,113,2,57
838,LIS,FCO,320,9/3/2009 8:25,9/3/2009 11:20,14,143,9,140
536,LIS,BUD,320,9/3/2009 8:30,9/3/2009 12:10,14,143,0,101
558,LIS,MUC,319,9/3/2009 8:30,9/3/2009 11:40,15,113,5,109
560,LIS,HAM,320,9/3/2009 8:30,9/3/2009 11:50,14,143,1,59
872,LIS,VCE,319,9/3/2009 8:30,9/3/2009 11:30,15,113,3,105
179,LIS,GIG,343,9/3/2009 8:35,9/3/2009 18:50,36,232,8,70
1907,LIS,FAO,320,9/3/2009 8:35,9/3/2009 9:20,14,143,0,116
434,LIS,ORY,319,9/3/2009 8:40,9/3/2009 11:05,0,162,0,121
139,LIS,CNF,332,9/3/2009 8:45,9/3/2009 18:25,24,239,2,119
938,OPO,GVA,320,9/3/2009 8:50,9/3/2009 11:10,14,143,2,98
173,LIS,BSB,332,9/3/2009 8:55,9/3/2009 18:35,24,239,4,136
451,ORY,OPO,319,9/3/2009 8:55,9/3/2009 11:00,15,113,0,51
352,LIS,LHR,320,9/3/2009 9:00,9/3/2009 11:50,14,143,6,127
608,LIS,BRU,319,9/3/2009 9:00,9/3/2009 11:45,15,113,0,93
916,OPO,ZRH,319,9/3/2009 9:00,9/3/2009 11:35,15,113,0,94
195,OPO,GRU,332,9/3/2009 9:15,9/3/2009 20:05,24,244,3,140
425,CDG,LIS,320,9/3/2009 9:40,9/3/2009 12:20,14,143,2,44
159,LIS,SSA,332,9/3/2009 9:45,9/3/2009 18:30,24,239,16,101
837,FCO,LIS,320,9/3/2009 9:55,9/3/2009 12:55,14,143,4,144
1908,FAO,LIS,320,9/3/2009 10:00,9/3/2009 10:45,14,143,4,89
437,ORY,LIS,321,9/3/2009 10:10,9/3/2009 12:35,14,178,0,59
803,MXP,LIS,320,9/3/2009 10:20,9/3/2009 13:00,14,143,0,71
115,OPO,EWR,332,9/3/2009 10:25,9/3/2009 18:30,24,239,14,232
665,AMS,LIS,319,9/3/2009 10:30,9/3/2009 13:35,15,113,2,88
1574,FNC,OPO,319,9/3/2009 10:30,9/3/2009 12:25,15,113,3,112
1614,FNC,LIS,319,9/3/2009 10:30,9/3/2009 12:00,15,113,15,113
103,LIS,EWR,332,9/3/2009 10:35,9/3/2009 19:05,24,239,16,226
857,BLQ,LIS,321,9/3/2009 10:35,9/3/2009 13:35,14,178,0,67
1844,HOR,LIS,320,9/3/2009 10:35,9/3/2009 13:05,14,143,7,123
745,BCN,LIS,319,9/3/2009 10:40,9/3/2009 12:40,15,113,9,93
1621,LIS,FNC,320,9/3/2009 10:40,9/3/2009 12:30,0,162,0,150
348,FNC,LGW,319,9/3/2009 10:45,9/3/2009 14:30,15,113,8,106
714,LIS,MAD,319,9/3/2009 10:50,9/3/2009 12:05,15,113,0,68
713,MAD,LIS,319,9/3/2009 11:00,9/3/2009 12:15,15,113,4,81
1822,TER,LIS,320,9/3/2009 11:15,9/3/2009 13:30,14,143,2,118
251,LIS,LAD,343,9/3/2009 11:30,9/3/2009 19:10,36,232,21,187
360,LIS,LHR,320,9/3/2009 11:40,9/3/2009 14:30,14,143,4,132
1963,OPO,LIS,319,9/3/2009 11:40,9/3/2009 12:35,15,113,15,108
839,FCO,LIS,320,9/3/2009 12:05,9/3/2009 15:05,14,143,2,106
873,VCE,LIS,319,9/3/2009 12:15,9/3/2009 15:25,15,113,4,65
609,BRU,LIS,319,9/3/2009 12:30,9/3/2009 15:20,15,113,3,60
438,LIS,ORY,319,9/3/2009 12:45,9/3/2009 15:10,15,113,7,101
715,MAD,LIS,319,9/3/2009 12:50,9/3/2009 14:05,15,113,1,50
1627,LIS,FNC,319,9/3/2009 13:00,9/3/2009 14:45,15,113,5,108
501,ARN,LIS,319,9/3/2009 13:10,9/3/2009 17:35,15,113,2,89
507,OSL,LIS,320,9/3/2009 13:10,9/3/2009 17:20,15,113,1,109
1577,OPO,FNC,319,9/3/2009 13:10,9/3/2009 15:10,15,113,15,113
1620,FNC,LIS,320,9/3/2009 13:10,9/3/2009 14:45,14,143,10,143
576,LIS,FRA,319,9/3/2009 13:15,9/3/2009 16:20,15,113,1,99
660,LIS,AMS,319,9/3/2009 13:20,9/3/2009 16:15,15,113,1,80
842,LIS,FCO,319,9/3/2009 13:20,9/3/2009 16:15,15,113,15,113
3817,TER,LIS,320,9/3/2009 13:25,9/3/2009 15:40,0,162,0,20
356,LIS,LHR,321,9/3/2009 13:35,9/3/2009 16:25,14,178,11,156
926,LIS,ZRH,320,9/3/2009 13:40,9/3/2009 16:30,14,143,4,56
804,LIS,MXP,320,9/3/2009 13:50,9/3/2009 16:30,14,143,3,141
1970,LIS,OPO,320,9/3/2009 13:50,9/3/2009 14:45,14,143,9,72
165,LIS,FOR,332,9/3/2009 14:00,9/3/2009 21:30,24,244,15,121
614,LIS,BRU,319,9/3/2009 14:00,9/3/2009 16:45,15,113,0,77
175,LIS,GIG,332,9/3/2009 14:05,9/4/2009 0:20,24,244,6,95
1633,LIS,FNC,319,9/3/2009 14:15,9/3/2009 16:05,15,113,0,97
440,LIS,ORY,321,9/3/2009 14:20,9/3/2009 16:50,0,200,0,200
484,LIS,NCE,320,9/3/2009 14:20,9/3/2009 16:45,15,113,0,90
1913,LIS,FAO,319,9/3/2009 14:50,9/3/2009 15:35,14,143,0,70
153,LIS,REC,332,9/3/2009 15:00,9/3/2009 22:50,24,239,5,115
718,LIS,MAD,319,9/3/2009 15:00,9/3/2009 16:15,15,113,2,89
386,OPO,LHR,320,9/3/2009 15:05,9/3/2009 17:30,14,143,7,135
349,LGW,FNC,319,9/3/2009 15:20,9/3/2009 19:15,15,113,5,95
1626,FNC,LIS,319,9/3/2009 15:25,9/3/2009 17:00,15,113,9,113
1972,LIS,OPO,320,9/3/2009 15:30,9/3/2009 16:25,14,143,12,64
468,OPO,ORY,319,9/3/2009 15:40,9/3/2009 17:50,15,113,13,111
1580,FNC,OPO,319,9/3/2009 15:50,9/3/2009 17:45,15,113,9,113
439,ORY,LIS,319,9/3/2009 15:55,9/3/2009 18:15,15,113,1,55
1975,OPO,LIS,320,9/3/2009 15:55,9/3/2009 16:50,14,143,2,70
752,LIS,BCN,319,9/3/2009 16:05,9/3/2009 17:55,14,143,2,97
1639,LIS,FNC,320,9/3/2009 16:05,9/3/2009 17:55,14,143,8,121
502,LIS,CPH,319,9/3/2009 16:15,9/3/2009 20:00,15,113,5,65
1912,FAO,LIS,319,9/3/2009 16:15,9/3/2009 17:00,14,143,0,115
720,LIS,MAD,319,9/3/2009 16:40,9/3/2009 17:55,15,113,4,45
428,LIS,CDG,319,9/3/2009 16:45,9/3/2009 19:20,15,113,4,111
1632,FNC,LIS,319,9/3/2009 16:45,9/3/2009 18:20,0,132,0,131
661,AMS,LIS,319,9/3/2009 17:00,9/3/2009 20:00,15,113,1,98
719,MAD,LIS,319,9/3/2009 17:00,9/3/2009 18:15,15,113,4,77
843,FCO,LIS,319,9/3/2009 17:00,9/3/2009 20:00,15,113,3,83
287,LIS,MPM,343,9/3/2009 17:05,9/4/2009 3:50,36,232,25,152
1977,OPO,LIS,320,9/3/2009 17:05,9/3/2009 18:00,14,143,6,63
805,MXP,LIS,320,9/3/2009 17:15,9/3/2009 20:00,14,143,4,71
1827,LIS,TER,320,9/3/2009 17:15,9/3/2009 19:55,15,113,1,113
615,BRU,LIS,319,9/3/2009 17:30,9/3/2009 20:10,15,113,4,95
358,LIS,LHR,320,9/3/2009 17:35,9/3/2009 20:25,14,143,11,127
445,ORY,LIS,321,9/3/2009 17:35,9/3/2009 20:00,14,178,5,87
448,LIS,ORY,320,9/3/2009 17:45,9/3/2009 20:15,0,162,0,155
566,LIS,HAM,320,9/3/2009 17:45,9/3/2009 21:00,14,143,0,58
836,LIS,FCO,320,9/3/2009 17:55,9/3/2009 20:50,14,143,6,136
928,LIS,ZRH,320,9/3/2009 18:00,9/3/2009 20:50,14,143,1,66
552,LIS,MUC,319,9/3/2009 18:05,9/3/2009 21:15,0,132,0,110
578,LIS,FRA,319,9/3/2009 18:10,9/3/2009 21:15,15,113,1,97
662,LIS,AMS,320,9/3/2009 18:20,9/3/2009 21:15,14,143,0,74
458,OPO,ORY,319,9/3/2009 18:30,9/3/2009 20:40,15,113,9,111
455,ORY,OPO,319,9/3/2009 18:35,9/3/2009 20:40,15,113,4,57
1664,FNC,LIS,320,9/3/2009 18:35,9/3/2009 20:10,14,143,4,143
721,MAD,LIS,319,9/3/2009 18:40,9/3/2009 19:55,15,113,3,60
741,BCN,LIS,319,9/3/2009 18:40,9/3/2009 20:40,14,143,0,91
618,LIS,BRU,319,9/3/2009 18:45,9/3/2009 21:30,15,113,2,75
594,LIS,DME,320,9/3/2009 18:50,9/4/2009 0:15,14,143,6,101
826,LIS,LIN,320,9/3/2009 18:50,9/3/2009 21:30,14,143,0,139
362,LIS,LHR,320,9/3/2009 18:55,9/3/2009 21:45,14,143,7,112
942,LIS,GVA,319,9/3/2009 18:55,9/3/2009 21:15,15,113,0,58
724,LIS,MAD,319,9/3/2009 19:05,9/3/2009 20:20,15,113,5,37
740,LIS,BCN,319,9/3/2009 19:05,9/3/2009 20:55,15,113,11,102
207,LIS,DKR,321,9/3/2009 19:15,9/3/2009 23:25,14,178,1,62
138,CNF,LIS,332,9/3/2009 20:00,9/4/2009 5:15,24,239,24,199
1684,FNC,LIS,319,9/3/2009 20:00,9/3/2009 21:35,0,132,0,123
172,BSB,LIS,332,9/3/2009 20:05,9/4/2009 5:20,24,239,7,214
196,GRU,LIS,332,9/3/2009 20:10,9/4/2009 5:55,24,244,22,231
180,GIG,LIS,343,9/3/2009 20:20,9/4/2009 5:55,36,232,33,215
156,SSA,LIS,332,9/3/2009 20:25,9/4/2009 4:40,24,239,24,229
1685,LIS,FNC,319,9/3/2009 20:45,9/3/2009 22:35,15,113,1,83
1828,TER,LIS,320,9/3/2009 20:45,9/3/2009 22:59,15,113,1,102
1982,LIS,OPO,319,9/3/2009 20:45,9/3/2009 21:40,15,113,1,53
215,LIS,RAI,320,9/3/2009 21:10,9/4/2009 1:20,14,178,0,59
217,LIS,SID,320,9/3/2009 21:10,9/4/2009 1:15,14,140,1,25
257,LIS,LAD,343,9/3/2009 21:10,9/4/2009 4:50,36,232,25,194
516,LIS,HEL,319,9/3/2009 21:20,9/4/2009 2:00,15,113,1,43
1581,OPO,FNC,319,9/3/2009 21:25,9/3/2009 23:25,15,113,1,108
1917,LIS,FAO,319,9/3/2009 21:25,9/3/2009 22:10,15,113,0,54
192,GRU,OPO,332,9/3/2009 21:35,9/4/2009 7:45,24,244,22,232
1693,LIS,FNC,321,9/3/2009 21:35,9/3/2009 23:25,14,178,1,83
209,LIS,DKR,320,9/3/2009 21:40,9/4/2009 1:50,14,140,0,69
104,EWR,LIS,332,9/3/2009 22:00,9/4/2009 5:15,24,239,17,159
114,EWR,OPO,332,9/4/2009 0:05,9/4/2009 7:15,24,239,8,172
208,DKR,LIS,321,9/4/2009 0:35,9/4/2009 4:40,14,178,3,163
176,GIG,LIS,332,9/4/2009 1:50,9/4/2009 11:25,24,244,15,236
152,REC,LIS,332,9/4/2009 2:50,9/4/2009 10:20,24,239,12,207
210,DKR,LIS,320,9/4/2009 3:00,9/4/2009 6:50,14,140,5,129
611,BRU,LIS,319,9/4/2009 4:25,9/4/2009 7:10,15,113,1,86
667,AMS,LIS,320,9/4/2009 4:25,9/4/2009 7:25,14,143,0,141
751,BCN,LIS,319,9/4/2009 4:35,9/4/2009 6:35,15,113,0,78
829,LIN,LIS,320,9/4/2009 4:35,9/4/2009 7:25,14,143,2,100
429,CDG,LIS,319,9/4/2009 4:55,9/4/2009 7:25,15,113,0,43
459,ORY,OPO,319,9/4/2009 5:00,9/4/2009 7:05,15,113,1,37
1602,FNC,LIS,319,9/4/2009 5:00,9/4/2009 6:35,15,113,7,111
1951,OPO,LIS,320,9/4/2009 5:05,9/4/2009 6:00,14,143,0,121
1948,LIS,OPO,319,9/4/2009 5:10,9/4/2009 6:05,15,113,0,1
287,MPM,JNB,343,9/4/2009 5:15,9/4/2009 6:20,36,232,21,159
1900,FAO,LIS,319,9/4/2009 5:15,9/4/2009 6:00,15,113,7,102
441,ORY,LIS,320,9/4/2009 5:20,9/4/2009 7:45,14,143,1,96
464,OPO,ORY,319,9/4/2009 6:05,9/4/2009 8:10,15,113,9,106
711,MAD,LIS,319,9/4/2009 6:05,9/4/2009 7:20,15,113,3,61
1572,FNC,OPO,319,9/4/2009 6:05,9/4/2009 8:00,15,113,1,109
604,LIS,BRU,319,9/4/2009 6:15,9/4/2009 9:00,15,113,1,71
834,LIS,FCO,320,9/4/2009 6:15,9/4/2009 9:10,14,143,3,142
424,LIS,CDG,320,9/4/2009 6:20,9/4/2009 8:55,14,143,5,127
1604,FNC,LIS,321,9/4/2009 6:40,9/4/2009 8:15,14,178,6,175
1953,OPO,LIS,319,9/4/2009 6:45,9/4/2009 7:40,15,113,10,107
432,LIS,ORY,320,9/4/2009 6:55,9/4/2009 9:25,14,143,2,137
668,LIS,AMS,319,9/4/2009 6:55,9/4/2009 9:45,15,113,1,60
920,LIS,ZRH,319,9/4/2009 6:55,9/4/2009 9:40,15,113,1,50
1843,LIS,HOR,320,9/4/2009 6:55,9/4/2009 9:45,14,143,1,41
806,LIS,MXP,320,9/4/2009 7:00,9/4/2009 9:35,14,143,10,130
856,LIS,BLQ,319,9/4/2009 7:05,9/4/2009 9:50,15,113,2,103
864,LIS,ZAG,319,9/4/2009 7:05,9/4/2009 10:10,15,113,4,112
1861,LIS,PDL,321,9/4/2009 7:05,9/4/2009 9:35,14,178,1,138
1952,LIS,OPO,320,9/4/2009 7:10,9/4/2009 8:05,14,143,15,65
354,LIS,LHR,321,9/4/2009 7:15,9/4/2009 10:05,14,178,10,139
1609,LIS,FNC,319,9/4/2009 7:25,9/4/2009 9:10,15,113,0,103
570,LIS,FRA,319,9/4/2009 7:35,9/4/2009 10:40,15,113,6,95
1823,LIS,TER,320,9/4/2009 7:45,9/4/2009 10:25,14,143,2,84
287,JNB,LIS,343,9/4/2009 7:50,9/4/2009 18:30,36,232,13,67
946,LIS,GVA,319,9/4/2009 7:50,9/4/2009 10:15,15,113,1,78
1573,OPO,FNC,319,9/4/2009 7:50,9/4/2009 9:50,0,132,0,112
500,LIS,ARN,320,9/4/2009 8:05,9/4/2009 12:25,14,143,5,68
746,LIS,BCN,319,9/4/2009 8:05,9/4/2009 9:55,15,113,10,113
530,LIS,PRG,320,9/4/2009 8:10,9/4/2009 11:30,14,143,2,118
712,LIS,MAD,319,9/4/2009 8:10,9/4/2009 9:20,15,113,5,95
1615,LIS,FNC,319,9/4/2009 8:15,9/4/2009 10:05,0,132,0,129
191,LIS,GRU,332,9/4/2009 8:25,9/4/2009 18:40,24,239,17,141
504,LIS,CPH,319,9/4/2009 8:25,9/4/2009 12:10,15,113,10,107
506,LIS,OSL,320,9/4/2009 8:25,9/4/2009 12:25,14,143,2,65
838,LIS,FCO,320,9/4/2009 8:25,9/4/2009 11:20,14,143,13,141
536,LIS,BUD,320,9/4/2009 8:30,9/4/2009 12:10,14,143,0,115
558,LIS,MUC,320,9/4/2009 8:30,9/4/2009 11:40,14,143,12,134
560,LIS,HAM,319,9/4/2009 8:30,9/4/2009 11:50,15,113,2,57
872,LIS,VCE,319,9/4/2009 8:30,9/4/2009 11:30,15,113,7,112
179,LIS,GIG,343,9/4/2009 8:35,9/4/2009 18:50,36,232,15,86
434,LIS,ORY,319,9/4/2009 8:35,9/4/2009 11:05,15,113,15,112
1907,LIS,FAO,320,9/4/2009 8:40,9/4/2009 9:20,14,143,3,135
938,OPO,GVA,319,9/4/2009 8:50,9/4/2009 11:10,15,113,2,87
451,ORY,OPO,319,9/4/2009 8:55,9/4/2009 11:00,15,113,2,52
173,LIS,BSB,332,9/4/2009 9:00,9/4/2009 18:35,24,239,3,106
352,LIS,LHR,320,9/4/2009 9:00,9/4/2009 11:50,14,143,2,132
608,LIS,BRU,321,9/4/2009 9:00,9/4/2009 11:45,14,181,0,103
916,OPO,ZRH,320,9/4/2009 9:00,9/4/2009 11:35,14,143,1,91
425,CDG,LIS,320,9/4/2009 9:40,9/4/2009 12:20,14,143,1,95
159,LIS,SSA,332,9/4/2009 9:45,9/4/2009 18:30,24,239,9,140
605,BRU,LIS,319,9/4/2009 9:45,9/4/2009 12:35,15,113,3,111
183,OPO,GIG,332,9/4/2009 9:50,9/4/2009 20:15,24,239,19,188
837,FCO,LIS,320,9/4/2009 9:55,9/4/2009 12:55,14,143,0,114
1614,FNC,LIS,319,9/4/2009 9:55,9/4/2009 11:30,15,113,8,113
1908,FAO,LIS,320,9/4/2009 10:00,9/4/2009 10:45,14,143,0,111
121,LIS,CCS,332,9/4/2009 10:10,9/4/2009 19:20,24,244,12,244
437,ORY,LIS,320,9/4/2009 10:10,9/4/2009 12:35,14,143,8,82
803,MXP,LIS,320,9/4/2009 10:20,9/4/2009 13:00,14,143,2,126
115,OPO,EWR,332,9/4/2009 10:25,9/4/2009 18:30,24,244,8,243
1860,PDL,LIS,321,9/4/2009 10:25,9/4/2009 12:30,14,178,5,177
665,AMS,LIS,319,9/4/2009 10:30,9/4/2009 13:35,15,113,7,97
1574,FNC,OPO,319,9/4/2009 10:30,9/4/2009 12:25,15,113,6,113
103,LIS,EWR,332,9/4/2009 10:35,9/4/2009 19:05,24,244,17,225
857,BLQ,LIS,319,9/4/2009 10:35,9/4/2009 13:35,15,113,0,95
1844,HOR,LIS,320,9/4/2009 10:35,9/4/2009 13:05,14,143,5,139
745,BCN,LIS,319,9/4/2009 10:40,9/4/2009 12:40,15,113,6,112
1621,LIS,FNC,320,9/4/2009 10:40,9/4/2009 12:30,14,143,5,134
348,FNC,LGW,319,9/4/2009 10:45,9/4/2009 14:30,15,113,13,106
714,LIS,MAD,319,9/4/2009 10:50,9/4/2009 12:05,15,113,0,75
713,MAD,LIS,319,9/4/2009 11:00,9/4/2009 12:15,15,113,3,107
1824,TER,LIS,320,9/4/2009 11:15,9/4/2009 13:30,14,143,0,84
251,LIS,LAD,343,9/4/2009 11:30,9/4/2009 19:10,36,232,34,202
1963,OPO,LIS,319,9/4/2009 11:40,9/4/2009 12:35,15,113,14,110
342,LIS,LGW,320,9/4/2009 11:45,9/4/2009 14:30,14,143,5,128
435,ORY,LIS,319,9/4/2009 11:50,9/4/2009 14:15,15,113,0,68
438,LIS,ORY,319,9/4/2009 12:15,9/4/2009 14:40,15,113,12,113
873,VCE,LIS,319,9/4/2009 12:15,9/4/2009 15:25,15,113,1,95
609,BRU,LIS,321,9/4/2009 12:30,9/4/2009 15:20,14,181,4,122
715,MAD,LIS,319,9/4/2009 12:50,9/4/2009 14:05,15,113,2,109
1627,LIS,FNC,319,9/4/2009 13:00,9/4/2009 14:45,15,113,2,109
501,ARN,LIS,320,9/4/2009 13:10,9/4/2009 17:35,14,143,7,102
507,OSL,LIS,320,9/4/2009 13:10,9/4/2009 17:20,14,143,5,102
1577,OPO,FNC,319,9/4/2009 13:10,9/4/2009 15:10,15,113,0,97
1620,FNC,LIS,320,9/4/2009 13:10,9/4/2009 14:45,14,143,6,143
576,LIS,FRA,320,9/4/2009 13:15,9/4/2009 16:20,14,143,4,117
660,LIS,AMS,320,9/4/2009 13:20,9/4/2009 16:15,14,143,5,141
686,LIS,LUX,319,9/4/2009 13:20,9/4/2009 16:00,0,132,0,127
842,LIS,FCO,319,9/4/2009 13:20,9/4/2009 16:15,15,113,8,112
742,LIS,BCN,319,9/4/2009 13:30,9/4/2009 15:20,15,113,0,97
356,LIS,LHR,321,9/4/2009 13:35,9/4/2009 16:25,14,178,13,156
926,LIS,ZRH,320,9/4/2009 13:40,9/4/2009 16:30,14,143,1,98
804,LIS,MXP,320,9/4/2009 13:50,9/4/2009 16:30,14,143,6,128
1970,LIS,OPO,320,9/4/2009 13:50,9/4/2009 14:45,14,143,14,132
165,LIS,FOR,332,9/4/2009 14:00,9/4/2009 21:30,24,239,8,143
193,LIS,GRU,332,9/4/2009 14:00,9/5/2009 0:20,24,239,16,142
614,LIS,BRU,319,9/4/2009 14:00,9/4/2009 16:45,15,113,1,87
