Voo,Origem,Destino,Configuracao,Partida,Chegada,Lugares_Executiva,Lugares_Economica,Lugares_Exec_Vendidos,Lugares_Econ_Vendidos
1828,TER,LIS,195,9/20/2009 20:45,9/20/2009 22:59,14,181,0,127
1693,LIS,FNC,200,9/20/2009 21:35,9/20/2009 23:25,0,200,0,197
1604,FNC,LIS,192,9/21/2009 6:40,9/21/2009 8:15,14,178,2,144
668,LIS,AMS,192,9/21/2009 6:55,9/21/2009 9:45,14,178,3,157
665,AMS,LIS,192,9/21/2009 10:30,9/21/2009 13:35,14,178,6,151
440,LIS,ORY,192,9/21/2009 14:20,9/21/2009 16:50,14,178,4,156
445,ORY,LIS,192,9/21/2009 17:35,9/21/2009 20:00,14,178,3,109
1861,LIS,PDL,192,9/22/2009 7:05,9/22/2009 9:35,14,178,2,100
432,LIS,ORY,192,9/22/2009 7:20,9/22/2009 9:50,14,178,4,155
1860,PDL,LIS,192,9/22/2009 10:25,9/22/2009 12:30,14,178,4,160
437,ORY,LIS,192,9/22/2009 10:35,9/22/2009 13:00,14,178,11,131
660,LIS,AMS,192,9/22/2009 13:20,9/22/2009 16:15,14,178,4,164
842,LIS,FCO,195,9/22/2009 13:20,9/22/2009 16:15,14,181,9,180
661,AMS,LIS,192,9/22/2009 17:00,9/22/2009 20:00,14,178,1,99
843,FCO,LIS,195,9/22/2009 17:00,9/22/2009 20:00,14,181,10,166
604,LIS,BRU,195,9/23/2009 7:00,9/23/2009 9:40,14,181,6,131
432,LIS,ORY,192,9/23/2009 7:20,9/23/2009 9:50,14,178,4,165
605,BRU,LIS,195,9/23/2009 10:25,9/23/2009 13:10,14,181,2,87
437,ORY,LIS,192,9/23/2009 10:35,9/23/2009 13:00,14,178,8,105
614,LIS,BRU,195,9/23/2009 14:00,9/23/2009 16:45,14,181,8,159
440,LIS,ORY,192,9/23/2009 14:20,9/23/2009 16:50,14,178,6,164
615,BRU,LIS,195,9/23/2009 17:30,9/23/2009 20:10,14,181,3,129
445,ORY,LIS,192,9/23/2009 17:35,9/23/2009 20:00,14,178,4,168
834,LIS,FCO,195,9/25/2009 6:15,9/25/2009 9:10,14,181,7,84
432,LIS,ORY,192,9/25/2009 6:55,9/25/2009 9:25,14,178,3,161
837,FCO,LIS,195,9/25/2009 9:55,9/25/2009 12:55,14,181,14,181
437,ORY,LIS,192,9/25/2009 10:10,9/25/2009 12:35,14,178,14,181
4205,LIS,OXB,155,9/26/2009 0:55,9/26/2009 5:20,24,131,4,76
200,OXB,LIS,154,9/26/2009 6:15,9/26/2009 10:15,14,140,5,124
432,LIS,ORY,192,9/26/2009 6:55,9/26/2009 9:25,14,178,1,142
668,LIS,AMS,192,9/26/2009 6:55,9/26/2009 9:45,14,178,4,147
437,ORY,LIS,192,9/26/2009 10:10,9/26/2009 12:35,14,178,14,180
665,AMS,LIS,192,9/26/2009 10:30,9/26/2009 13:35,14,178,6,180
440,LIS,ORY,192,9/26/2009 14:20,9/26/2009 16:50,14,178,14,175
445,ORY,LIS,192,9/26/2009 17:35,9/26/2009 20:00,14,178,4,103
856,LIS,BLQ,200,9/27/2009 7:05,9/27/2009 9:50,0,200,0,171
857,BLQ,LIS,192,9/27/2009 10:35,9/27/2009 13:35,14,178,1,102
440,LIS,ORY,192,9/27/2009 14:20,9/27/2009 16:50,14,178,14,172
445,ORY,LIS,192,9/27/2009 17:35,9/27/2009 20:00,14,178,6,107
205,LIS,OXB,192,9/27/2009 21:00,9/28/2009 1:10,14,178,3,142
424,LIS,CDG,192,9/28/2009 6:20,9/28/2009 8:55,14,178,2,158
668,LIS,AMS,192,9/28/2009 6:55,9/28/2009 9:45,14,178,10,169
1821,LIS,TER,195,9/28/2009 7:00,9/28/2009 9:40,14,181,3,110
425,CDG,LIS,192,9/28/2009 9:40,9/28/2009 12:20,14,178,5,93
665,AMS,LIS,192,9/28/2009 10:30,9/28/2009 13:35,14,178,1,154
440,LIS,ORY,192,9/28/2009 14:20,9/28/2009 16:50,14,178,3,160
1827,LIS,TER,192,9/28/2009 17:15,9/28/2009 19:55,14,178,0,147
445,ORY,LIS,192,9/28/2009 17:35,9/28/2009 20:00,14,178,6,104
1828,TER,LIS,200,9/28/2009 20:45,9/28/2009 22:59,0,200,0,192
1861,LIS,PDL,192,9/29/2009 7:05,9/29/2009 9:35,14,178,2,97
432,LIS,ORY,192,9/29/2009 7:20,9/29/2009 9:50,14,178,3,160
1860,PDL,LIS,192,9/29/2009 10:25,9/29/2009 12:30,14,178,1,179
437,ORY,LIS,192,9/29/2009 10:35,9/29/2009 13:00,14,178,5,160
660,LIS,AMS,192,9/29/2009 13:20,9/29/2009 16:15,14,178,6,167
661,AMS,LIS,192,9/29/2009 17:00,9/29/2009 20:00,14,178,11,82
1685,LIS,FNC,195,9/29/2009 20:45,9/29/2009 22:35,14,181,0,123
1604,FNC,LIS,195,9/30/2009 6:40,9/30/2009 8:15,14,181,6,103
1821,LIS,TER,195,9/30/2009 7:00,9/30/2009 9:40,14,181,2,85
432,LIS,ORY,195,9/30/2009 7:20,9/30/2009 9:50,14,181,3,130
437,ORY,LIS,195,9/30/2009 10:35,9/30/2009 13:00,14,181,0,134
1822,TER,LIS,195,9/30/2009 10:40,9/30/2009 12:55,14,181,2,141
440,LIS,ORY,192,9/30/2009 14:20,9/30/2009 16:50,14,178,1,155
445,ORY,LIS,192,9/30/2009 17:35,9/30/2009 20:00,14,178,5,148
